{
    (33, 30): {
        (45, 42),
        (45, 41),
        (43, 42),
        (42, 43),
        (45, 43),
        (46, 42),
        (47, 44),
        (46, 45),
        (47, 42),
        (45, 40),
        (45, 44),
        (44, 44),
        (47, 45),
        (44, 41),
        (44, 45),
        (46, 43),
        (43, 44),
        (43, 43),
        (43, 41),
        (47, 41),
        (46, 41),
        (47, 43),
        (46, 44),
    },
    (32, 49): {
        (33, 47),
        (34, 48),
        (30, 48),
        (31, 48),
        (34, 47),
        (32, 46),
        (32, 49),
        (31, 49),
        (33, 49),
        (32, 47),
        (29, 49),
        (34, 49),
        (31, 47),
        (35, 49),
        (30, 49),
        (32, 48),
        (33, 48),
        (30, 47),
    },
    (22, 6): {
        (22, 6),
        (23, 7),
        (22, 3),
        (24, 4),
        (21, 4),
        (22, 9),
        (20, 6),
        (24, 7),
        (21, 5),
        (20, 8),
        (24, 8),
        (20, 4),
        (23, 4),
        (24, 6),
        (25, 6),
        (22, 8),
        (19, 6),
        (21, 8),
        (22, 5),
        (20, 5),
        (21, 7),
        (20, 7),
        (23, 5),
        (22, 7),
        (23, 6),
        (24, 5),
        (22, 4),
        (23, 8),
        (21, 6),
    },
    (2, 40): {
        (1, 39),
        (0, 38),
        (0, 41),
        (3, 39),
        (3, 41),
        (4, 39),
        (1, 38),
        (4, 40),
        (2, 42),
        (0, 40),
        (0, 42),
        (3, 42),
        (4, 41),
        (3, 40),
        (0, 39),
        (2, 40),
        (1, 40),
        (3, 38),
        (4, 38),
        (1, 41),
        (4, 42),
        (5, 40),
        (2, 43),
        (1, 42),
        (2, 41),
        (2, 37),
        (2, 38),
        (2, 39),
    },
    (5, 12): {
        (5, 14),
        (6, 13),
        (3, 11),
        (6, 12),
        (5, 10),
        (6, 11),
        (7, 13),
        (3, 12),
        (5, 13),
        (7, 14),
        (4, 12),
        (3, 14),
        (4, 14),
        (2, 12),
        (5, 12),
        (6, 14),
        (8, 12),
        (5, 9),
        (6, 10),
        (7, 10),
        (4, 10),
        (3, 10),
        (5, 15),
        (3, 13),
        (4, 11),
        (5, 11),
        (7, 11),
        (7, 12),
        (4, 13),
    },
    (9, 19): {
        (6, 19),
        (10, 20),
        (7, 21),
        (9, 19),
        (9, 16),
        (9, 21),
        (9, 22),
        (11, 21),
        (9, 17),
        (10, 17),
        (7, 20),
        (8, 18),
        (8, 19),
        (8, 21),
        (10, 19),
        (8, 20),
        (9, 18),
        (12, 19),
        (7, 18),
        (9, 20),
        (7, 19),
        (11, 17),
        (8, 17),
        (11, 19),
        (10, 18),
        (7, 17),
        (11, 18),
        (11, 20),
        (10, 21),
    },
    (13, 0): {
        (10, 0),
        (15, 2),
        (12, 1),
        (14, 2),
        (15, 1),
        (12, 0),
        (16, 0),
        (11, 2),
        (15, 0),
        (13, 1),
        (11, 0),
        (12, 2),
        (13, 0),
        (13, 2),
        (14, 0),
        (14, 1),
        (11, 1),
        (13, 3),
    },
    (13, 6): {
        (13, 4),
        (10, 6),
        (14, 6),
        (15, 6),
        (11, 8),
        (14, 4),
        (15, 8),
        (13, 5),
        (14, 5),
        (12, 5),
        (13, 9),
        (11, 4),
        (15, 4),
        (11, 6),
        (16, 6),
        (12, 4),
        (12, 8),
        (15, 7),
        (13, 7),
        (15, 5),
        (11, 5),
        (12, 7),
        (13, 3),
        (14, 8),
        (11, 7),
        (13, 8),
        (13, 6),
        (12, 6),
        (14, 7),
    },
    (18, 16): {
        (16, 18),
        (19, 14),
        (18, 15),
        (21, 16),
        (20, 16),
        (16, 15),
        (15, 16),
        (18, 18),
        (18, 19),
        (19, 18),
        (18, 13),
        (19, 16),
        (17, 14),
        (20, 17),
        (20, 14),
        (17, 15),
        (16, 17),
        (17, 16),
        (17, 18),
        (20, 15),
        (20, 18),
        (16, 14),
        (18, 14),
        (19, 15),
        (19, 17),
        (18, 16),
        (18, 17),
        (16, 16),
        (17, 17),
    },
    (38, 38): {
        (38, 38),
        (36, 37),
        (39, 37),
        (40, 39),
        (39, 38),
        (38, 39),
        (35, 38),
        (37, 38),
        (40, 36),
        (37, 40),
        (37, 36),
        (38, 35),
        (38, 37),
        (40, 38),
        (40, 40),
        (37, 39),
        (41, 38),
        (40, 37),
        (36, 40),
        (36, 36),
        (36, 39),
        (38, 36),
        (38, 41),
        (36, 38),
        (37, 37),
        (39, 36),
        (39, 39),
        (38, 40),
        (39, 40),
    },
    (21, 16): {
        (22, 15),
        (19, 15),
        (19, 16),
        (21, 14),
        (20, 16),
        (21, 17),
        (19, 14),
        (20, 15),
        (23, 16),
        (23, 17),
        (22, 14),
        (23, 14),
        (24, 16),
        (20, 18),
        (23, 15),
        (21, 19),
        (21, 18),
        (22, 17),
        (18, 16),
        (21, 13),
        (22, 16),
        (22, 18),
        (21, 15),
        (19, 18),
        (20, 14),
        (23, 18),
        (19, 17),
        (20, 17),
        (21, 16),
    },
    (32, 44): {
        (34, 43),
        (30, 44),
        (30, 42),
        (34, 45),
        (29, 44),
        (30, 45),
        (31, 42),
        (32, 46),
        (32, 43),
        (33, 45),
        (34, 42),
        (33, 46),
        (33, 42),
        (33, 43),
        (30, 46),
        (31, 46),
        (32, 47),
        (34, 44),
        (31, 44),
        (31, 43),
        (34, 46),
        (30, 43),
        (32, 45),
        (32, 42),
        (33, 44),
        (35, 44),
        (31, 45),
        (32, 41),
        (32, 44),
    },
    (48, 46): {
        (48, 49),
        (49, 44),
        (46, 44),
        (47, 47),
        (49, 45),
        (49, 46),
        (49, 47),
        (48, 48),
        (48, 45),
        (46, 46),
        (47, 46),
        (46, 45),
        (49, 48),
        (47, 44),
        (45, 46),
        (46, 48),
        (48, 43),
        (46, 47),
        (47, 48),
        (48, 44),
        (48, 47),
        (48, 46),
        (47, 45),
    },
    (0, 0): {
        (2, 2),
        (0, 2),
        (1, 0),
        (2, 0),
        (0, 3),
        (1, 1),
        (0, 1),
        (3, 0),
        (2, 1),
        (1, 2),
        (0, 0),
    },
    (29, 48): {
        (27, 46),
        (28, 49),
        (29, 45),
        (27, 47),
        (29, 49),
        (30, 47),
        (31, 46),
        (31, 47),
        (29, 48),
        (30, 48),
        (28, 46),
        (27, 49),
        (27, 48),
        (31, 48),
        (31, 49),
        (30, 49),
        (26, 48),
        (28, 48),
        (28, 47),
        (32, 48),
        (30, 46),
        (29, 47),
        (29, 46),
    },
    (5, 31): {
        (4, 29),
        (6, 30),
        (2, 31),
        (3, 31),
        (4, 30),
        (6, 29),
        (5, 32),
        (7, 30),
        (4, 31),
        (5, 29),
        (7, 29),
        (6, 33),
        (6, 31),
        (7, 33),
        (3, 32),
        (5, 34),
        (5, 28),
        (3, 29),
        (3, 30),
        (7, 31),
        (4, 32),
        (3, 33),
        (6, 32),
        (8, 31),
        (5, 31),
        (5, 33),
        (5, 30),
        (4, 33),
        (7, 32),
    },
    (24, 12): {
        (23, 10),
        (25, 10),
        (24, 15),
        (24, 9),
        (23, 11),
        (23, 12),
        (26, 10),
        (24, 12),
        (25, 12),
        (22, 13),
        (24, 13),
        (26, 14),
        (22, 12),
        (25, 13),
        (22, 11),
        (26, 11),
        (25, 11),
        (26, 12),
        (23, 13),
        (25, 14),
        (26, 13),
        (22, 10),
        (23, 14),
        (24, 10),
        (27, 12),
        (24, 14),
        (22, 14),
        (24, 11),
        (21, 12),
    },
    (9, 6): {
        (7, 5),
        (7, 6),
        (10, 7),
        (8, 4),
        (11, 6),
        (11, 7),
        (7, 7),
        (6, 6),
        (10, 4),
        (10, 8),
        (8, 5),
        (11, 5),
        (11, 8),
        (9, 4),
        (9, 5),
        (11, 4),
        (9, 3),
        (9, 9),
        (8, 6),
        (7, 8),
        (9, 7),
        (10, 6),
        (8, 8),
        (9, 8),
        (12, 6),
        (8, 7),
        (10, 5),
        (7, 4),
        (9, 6),
    },
    (27, 2): {
        (28, 1),
        (26, 4),
        (26, 1),
        (24, 2),
        (26, 3),
        (27, 3),
        (27, 2),
        (27, 5),
        (25, 4),
        (28, 2),
        (27, 4),
        (29, 0),
        (29, 1),
        (27, 0),
        (29, 2),
        (26, 0),
        (28, 0),
        (29, 3),
        (29, 4),
        (30, 2),
        (28, 4),
        (25, 1),
        (26, 2),
        (25, 0),
        (25, 2),
        (28, 3),
        (25, 3),
        (27, 1),
    },
    (41, 10): {
        (43, 8),
        (39, 12),
        (40, 10),
        (44, 10),
        (40, 8),
        (43, 11),
        (40, 12),
        (43, 12),
        (41, 12),
        (38, 10),
        (40, 11),
        (42, 8),
        (39, 8),
        (42, 9),
        (41, 8),
        (39, 11),
        (39, 10),
        (40, 9),
        (41, 7),
        (41, 10),
        (43, 9),
        (41, 9),
        (42, 11),
        (42, 12),
        (41, 13),
        (43, 10),
        (39, 9),
        (41, 11),
        (42, 10),
    },
    (30, 37): {
        (28, 36),
        (32, 35),
        (31, 36),
        (33, 37),
        (27, 37),
        (31, 38),
        (29, 36),
        (31, 35),
        (30, 34),
        (28, 38),
        (31, 37),
        (29, 38),
        (28, 35),
        (30, 38),
        (28, 37),
        (29, 35),
        (32, 39),
        (32, 37),
        (32, 38),
        (30, 37),
        (28, 39),
        (29, 37),
        (30, 39),
        (30, 40),
        (30, 36),
        (29, 39),
        (30, 35),
        (31, 39),
        (32, 36),
    },
    (45, 49): {
        (44, 47),
        (45, 49),
        (45, 47),
        (43, 48),
        (43, 47),
        (47, 48),
        (44, 48),
        (44, 49),
        (47, 49),
        (46, 47),
        (48, 49),
        (42, 49),
        (46, 48),
        (47, 47),
        (45, 46),
        (45, 48),
        (46, 49),
        (43, 49),
    },
    (30, 22): {
        (29, 22),
        (31, 20),
        (30, 20),
        (32, 21),
        (32, 24),
        (29, 24),
        (31, 24),
        (28, 23),
        (27, 22),
        (28, 22),
        (28, 20),
        (29, 23),
        (29, 20),
        (32, 20),
        (28, 21),
        (30, 24),
        (30, 23),
        (32, 22),
        (33, 22),
        (30, 21),
        (30, 19),
        (31, 23),
        (29, 21),
        (31, 21),
        (31, 22),
        (30, 22),
        (30, 25),
        (32, 23),
        (28, 24),
    },
    (5, 3): {
        (5, 5),
        (7, 1),
        (6, 2),
        (7, 2),
        (4, 2),
        (6, 4),
        (6, 3),
        (5, 1),
        (5, 2),
        (8, 3),
        (4, 1),
        (4, 5),
        (7, 5),
        (3, 3),
        (7, 4),
        (3, 5),
        (6, 1),
        (7, 3),
        (5, 6),
        (3, 2),
        (3, 4),
        (5, 0),
        (6, 5),
        (4, 4),
        (5, 3),
        (3, 1),
        (2, 3),
        (4, 3),
        (5, 4),
    },
    (17, 9): {
        (19, 7),
        (19, 8),
        (20, 9),
        (15, 7),
        (15, 8),
        (17, 9),
        (17, 11),
        (19, 9),
        (17, 8),
        (18, 9),
        (16, 7),
        (15, 10),
        (18, 7),
        (16, 9),
        (16, 10),
        (14, 9),
        (16, 8),
        (16, 11),
        (17, 6),
        (17, 7),
        (18, 8),
        (18, 11),
        (17, 12),
        (15, 9),
        (18, 10),
        (17, 10),
        (19, 11),
        (15, 11),
        (19, 10),
    },
    (26, 16): {
        (27, 18),
        (23, 16),
        (26, 14),
        (28, 16),
        (27, 17),
        (29, 16),
        (28, 18),
        (24, 14),
        (24, 18),
        (25, 15),
        (25, 18),
        (27, 15),
        (28, 14),
        (26, 18),
        (25, 16),
        (28, 17),
        (26, 16),
        (24, 15),
        (25, 17),
        (25, 14),
        (26, 19),
        (27, 14),
        (26, 15),
        (24, 16),
        (26, 13),
        (27, 16),
        (26, 17),
        (24, 17),
        (28, 15),
    },
    (27, 8): {
        (27, 9),
        (26, 7),
        (27, 11),
        (26, 9),
        (27, 7),
        (25, 7),
        (30, 8),
        (28, 8),
        (28, 6),
        (26, 8),
        (24, 8),
        (29, 6),
        (28, 9),
        (25, 10),
        (27, 8),
        (29, 10),
        (29, 7),
        (26, 6),
        (25, 9),
        (29, 9),
        (26, 10),
        (25, 6),
        (28, 10),
        (29, 8),
        (27, 5),
        (27, 10),
        (28, 7),
        (27, 6),
        (25, 8),
    },
    (13, 33): {
        (12, 33),
        (13, 30),
        (13, 36),
        (13, 35),
        (16, 33),
        (15, 31),
        (14, 34),
        (14, 31),
        (10, 33),
        (15, 32),
        (15, 35),
        (12, 34),
        (13, 32),
        (14, 35),
        (15, 34),
        (11, 32),
        (11, 33),
        (13, 33),
        (14, 33),
        (11, 35),
        (13, 34),
        (14, 32),
        (12, 31),
        (12, 35),
        (11, 31),
        (12, 32),
        (11, 34),
        (13, 31),
        (15, 33),
    },
    (14, 4): {
        (16, 3),
        (16, 5),
        (17, 4),
        (12, 5),
        (12, 3),
        (15, 3),
        (16, 4),
        (14, 3),
        (14, 5),
        (13, 2),
        (12, 4),
        (15, 4),
        (13, 5),
        (16, 2),
        (14, 7),
        (13, 3),
        (16, 6),
        (12, 2),
        (14, 6),
        (14, 4),
        (14, 1),
        (15, 6),
        (13, 4),
        (11, 4),
        (14, 2),
        (15, 2),
        (15, 5),
        (13, 6),
        (12, 6),
    },
    (12, 34): {
        (10, 34),
        (12, 33),
        (11, 34),
        (14, 32),
        (14, 36),
        (11, 32),
        (10, 35),
        (11, 33),
        (13, 35),
        (12, 34),
        (13, 34),
        (12, 35),
        (12, 37),
        (14, 33),
        (13, 32),
        (11, 35),
        (12, 32),
        (14, 35),
        (12, 36),
        (14, 34),
        (13, 36),
        (12, 31),
        (10, 33),
        (10, 32),
        (11, 36),
        (10, 36),
        (13, 33),
        (15, 34),
        (9, 34),
    },
    (32, 3): {
        (34, 1),
        (31, 2),
        (32, 0),
        (30, 2),
        (33, 1),
        (32, 5),
        (31, 3),
        (32, 2),
        (30, 4),
        (29, 3),
        (32, 4),
        (32, 3),
        (33, 4),
        (33, 2),
        (30, 3),
        (31, 1),
        (34, 2),
        (34, 3),
        (32, 6),
        (30, 5),
        (31, 4),
        (34, 4),
        (32, 1),
        (33, 3),
        (35, 3),
        (31, 5),
        (34, 5),
        (30, 1),
        (33, 5),
    },
    (16, 48): {
        (15, 48),
        (15, 46),
        (16, 45),
        (14, 47),
        (17, 49),
        (17, 47),
        (18, 46),
        (13, 48),
        (18, 49),
        (18, 48),
        (18, 47),
        (14, 48),
        (15, 47),
        (16, 47),
        (17, 46),
        (19, 48),
        (16, 49),
        (15, 49),
        (17, 48),
        (16, 46),
        (14, 46),
        (16, 48),
        (14, 49),
    },
    (25, 40): {
        (24, 39),
        (24, 42),
        (22, 40),
        (23, 39),
        (24, 38),
        (25, 39),
        (23, 42),
        (25, 40),
        (28, 40),
        (25, 41),
        (26, 41),
        (23, 40),
        (27, 38),
        (26, 42),
        (27, 42),
        (23, 41),
        (26, 40),
        (27, 40),
        (24, 41),
        (25, 37),
        (25, 43),
        (27, 39),
        (25, 38),
        (27, 41),
        (26, 38),
        (25, 42),
        (23, 38),
        (24, 40),
        (26, 39),
    },
    (0, 22): {
        (3, 22),
        (0, 20),
        (2, 24),
        (0, 22),
        (1, 22),
        (1, 23),
        (1, 24),
        (0, 19),
        (2, 23),
        (2, 22),
        (0, 23),
        (1, 21),
        (2, 21),
        (0, 21),
        (1, 20),
        (0, 24),
        (0, 25),
        (2, 20),
    },
    (20, 12): {
        (21, 13),
        (18, 13),
        (19, 14),
        (21, 12),
        (21, 11),
        (20, 13),
        (22, 10),
        (19, 10),
        (21, 14),
        (22, 14),
        (20, 11),
        (20, 10),
        (22, 13),
        (23, 12),
        (21, 10),
        (18, 14),
        (19, 11),
        (19, 12),
        (17, 12),
        (18, 10),
        (18, 12),
        (22, 12),
        (20, 9),
        (18, 11),
        (20, 15),
        (19, 13),
        (20, 12),
        (22, 11),
        (20, 14),
    },
    (32, 7): {
        (32, 10),
        (31, 9),
        (32, 5),
        (32, 6),
        (33, 8),
        (30, 7),
        (35, 7),
        (34, 9),
        (32, 8),
        (32, 7),
        (31, 5),
        (31, 8),
        (31, 6),
        (33, 7),
        (32, 9),
        (33, 6),
        (30, 5),
        (31, 7),
        (34, 5),
        (32, 4),
        (30, 9),
        (34, 8),
        (29, 7),
        (30, 8),
        (33, 9),
        (34, 6),
        (34, 7),
        (33, 5),
        (30, 6),
    },
    (18, 12): {
        (18, 13),
        (16, 14),
        (20, 10),
        (21, 12),
        (17, 10),
        (17, 12),
        (19, 10),
        (20, 13),
        (19, 12),
        (18, 15),
        (17, 13),
        (18, 14),
        (16, 11),
        (16, 10),
        (18, 9),
        (18, 10),
        (17, 14),
        (20, 14),
        (20, 11),
        (19, 14),
        (16, 13),
        (18, 11),
        (16, 12),
        (17, 11),
        (19, 11),
        (15, 12),
        (18, 12),
        (19, 13),
        (20, 12),
    },
    (16, 4): {
        (16, 4),
        (14, 5),
        (17, 6),
        (15, 2),
        (15, 4),
        (16, 5),
        (18, 5),
        (14, 3),
        (16, 2),
        (15, 3),
        (19, 4),
        (16, 1),
        (17, 4),
        (18, 2),
        (16, 3),
        (15, 6),
        (17, 2),
        (16, 6),
        (14, 2),
        (16, 7),
        (18, 3),
        (14, 4),
        (17, 5),
        (18, 4),
        (14, 6),
        (18, 6),
        (17, 3),
        (15, 5),
        (13, 4),
    },
    (21, 25): {
        (20, 27),
        (20, 23),
        (22, 25),
        (19, 25),
        (18, 25),
        (23, 23),
        (22, 27),
        (21, 23),
        (20, 25),
        (23, 27),
        (19, 23),
        (24, 25),
        (22, 23),
        (21, 22),
        (21, 27),
        (22, 24),
        (23, 25),
        (19, 24),
        (19, 26),
        (20, 24),
        (20, 26),
        (19, 27),
        (21, 25),
        (23, 24),
        (21, 28),
        (21, 26),
        (22, 26),
        (21, 24),
        (23, 26),
    },
    (30, 18): {
        (30, 16),
        (27, 18),
        (29, 17),
        (33, 18),
        (31, 16),
        (30, 21),
        (29, 19),
        (32, 16),
        (28, 19),
        (31, 19),
        (32, 20),
        (30, 20),
        (29, 16),
        (30, 17),
        (31, 17),
        (32, 17),
        (28, 18),
        (28, 16),
        (30, 15),
        (28, 17),
        (31, 18),
        (30, 18),
        (31, 20),
        (28, 20),
        (30, 19),
        (32, 18),
        (32, 19),
        (29, 18),
        (29, 20),
    },
    (6, 0): {
        (5, 0),
        (4, 0),
        (5, 1),
        (5, 2),
        (6, 3),
        (3, 0),
        (4, 1),
        (6, 1),
        (6, 0),
        (8, 0),
        (8, 2),
        (9, 0),
        (7, 0),
        (7, 2),
        (8, 1),
        (4, 2),
        (7, 1),
        (6, 2),
    },
    (1, 1): {
        (0, 1),
        (3, 2),
        (1, 1),
        (3, 0),
        (2, 0),
        (2, 1),
        (1, 2),
        (0, 3),
        (1, 0),
        (0, 2),
        (2, 2),
        (3, 1),
        (1, 4),
        (4, 1),
        (1, 3),
        (0, 0),
        (3, 3),
        (2, 3),
    },
    (40, 45): {
        (38, 43),
        (42, 43),
        (39, 47),
        (38, 47),
        (39, 43),
        (39, 46),
        (42, 44),
        (40, 43),
        (43, 45),
        (40, 45),
        (41, 43),
        (40, 48),
        (39, 44),
        (40, 47),
        (42, 45),
        (37, 45),
        (40, 42),
        (42, 47),
        (41, 44),
        (38, 46),
        (38, 44),
        (38, 45),
        (42, 46),
        (41, 46),
        (41, 47),
        (41, 45),
        (40, 44),
        (40, 46),
        (39, 45),
    },
    (45, 23): {
        (42, 23),
        (45, 22),
        (44, 24),
        (46, 23),
        (46, 25),
        (46, 21),
        (46, 24),
        (46, 22),
        (43, 23),
        (47, 23),
        (44, 22),
        (44, 23),
        (45, 23),
        (43, 21),
        (47, 25),
        (43, 22),
        (44, 25),
        (43, 24),
        (48, 23),
        (45, 24),
        (43, 25),
        (45, 25),
        (47, 21),
        (44, 21),
        (45, 26),
        (47, 24),
        (45, 20),
        (47, 22),
        (45, 21),
    },
    (38, 11): {
        (38, 11),
        (39, 10),
        (38, 14),
        (36, 10),
        (39, 9),
        (38, 13),
        (36, 13),
        (37, 11),
        (37, 13),
        (38, 8),
        (38, 10),
        (37, 9),
        (40, 9),
        (41, 11),
        (35, 11),
        (36, 11),
        (38, 9),
        (38, 12),
        (40, 10),
        (37, 10),
        (40, 13),
        (37, 12),
        (39, 11),
        (40, 11),
        (39, 13),
        (36, 9),
        (40, 12),
        (39, 12),
        (36, 12),
    },
    (6, 42): {
        (8, 40),
        (7, 43),
        (5, 42),
        (4, 40),
        (6, 43),
        (7, 40),
        (6, 39),
        (9, 42),
        (5, 44),
        (8, 43),
        (5, 43),
        (6, 44),
        (8, 42),
        (4, 42),
        (7, 42),
        (4, 44),
        (6, 41),
        (7, 41),
        (7, 44),
        (4, 43),
        (5, 41),
        (6, 45),
        (4, 41),
        (3, 42),
        (5, 40),
        (6, 40),
        (6, 42),
        (8, 44),
        (8, 41),
    },
    (12, 11): {
        (12, 13),
        (14, 12),
        (12, 11),
        (12, 10),
        (10, 10),
        (13, 13),
        (14, 9),
        (12, 8),
        (11, 11),
        (14, 10),
        (11, 9),
        (14, 13),
        (15, 11),
        (10, 11),
        (12, 12),
        (11, 13),
        (13, 11),
        (9, 11),
        (14, 11),
        (10, 13),
        (13, 12),
        (12, 9),
        (11, 12),
        (13, 10),
        (13, 9),
        (12, 14),
        (10, 12),
        (10, 9),
        (11, 10),
    },
    (19, 2): {
        (17, 4),
        (20, 3),
        (20, 4),
        (17, 2),
        (17, 0),
        (18, 1),
        (16, 2),
        (18, 2),
        (20, 1),
        (19, 2),
        (19, 5),
        (19, 0),
        (20, 0),
        (20, 2),
        (21, 1),
        (21, 2),
        (17, 3),
        (21, 4),
        (19, 4),
        (22, 2),
        (19, 3),
        (17, 1),
        (18, 0),
        (18, 4),
        (18, 3),
        (19, 1),
        (21, 0),
        (21, 3),
    },
    (43, 18): {
        (41, 18),
        (44, 20),
        (44, 18),
        (43, 17),
        (44, 16),
        (41, 20),
        (43, 15),
        (45, 17),
        (45, 18),
        (43, 19),
        (40, 18),
        (43, 18),
        (42, 16),
        (45, 20),
        (41, 16),
        (42, 17),
        (42, 18),
        (46, 18),
        (42, 19),
        (45, 19),
        (43, 16),
        (43, 20),
        (41, 17),
        (45, 16),
        (44, 17),
        (43, 21),
        (42, 20),
        (44, 19),
        (41, 19),
    },
    (15, 44): {
        (14, 46),
        (16, 43),
        (17, 45),
        (15, 42),
        (14, 45),
        (15, 47),
        (17, 46),
        (13, 46),
        (16, 45),
        (18, 44),
        (13, 45),
        (17, 43),
        (14, 44),
        (12, 44),
        (16, 44),
        (15, 44),
        (14, 42),
        (14, 43),
        (16, 42),
        (15, 45),
        (15, 41),
        (17, 44),
        (15, 43),
        (17, 42),
        (15, 46),
        (13, 44),
        (13, 42),
        (13, 43),
        (16, 46),
    },
    (35, 3): {
        (33, 3),
        (33, 1),
        (35, 3),
        (36, 4),
        (32, 3),
        (36, 3),
        (35, 0),
        (33, 4),
        (33, 2),
        (35, 5),
        (36, 2),
        (34, 4),
        (38, 3),
        (35, 1),
        (36, 1),
        (34, 1),
        (37, 3),
        (37, 5),
        (37, 1),
        (35, 4),
        (33, 5),
        (35, 6),
        (35, 2),
        (37, 4),
        (34, 2),
        (34, 5),
        (36, 5),
        (37, 2),
        (34, 3),
    },
    (14, 35): {
        (14, 38),
        (13, 35),
        (15, 37),
        (14, 35),
        (17, 35),
        (16, 35),
        (15, 33),
        (13, 34),
        (13, 37),
        (14, 36),
        (15, 34),
        (16, 37),
        (16, 33),
        (13, 33),
        (16, 34),
        (12, 33),
        (12, 36),
        (12, 34),
        (14, 32),
        (12, 35),
        (15, 35),
        (11, 35),
        (14, 34),
        (14, 37),
        (16, 36),
        (15, 36),
        (13, 36),
        (14, 33),
        (12, 37),
    },
    (6, 6): {
        (3, 6),
        (5, 7),
        (8, 7),
        (7, 6),
        (4, 6),
        (4, 5),
        (9, 6),
        (6, 7),
        (7, 5),
        (6, 8),
        (7, 7),
        (5, 5),
        (7, 4),
        (8, 4),
        (8, 6),
        (8, 8),
        (8, 5),
        (4, 7),
        (6, 5),
        (6, 4),
        (5, 4),
        (7, 8),
        (6, 3),
        (6, 6),
        (6, 9),
        (5, 8),
        (4, 4),
        (5, 6),
        (4, 8),
    },
    (33, 35): {
        (32, 35),
        (31, 36),
        (33, 37),
        (34, 36),
        (35, 34),
        (31, 33),
        (31, 35),
        (33, 33),
        (35, 37),
        (35, 35),
        (32, 34),
        (32, 33),
        (33, 38),
        (33, 32),
        (35, 33),
        (34, 37),
        (34, 35),
        (33, 36),
        (33, 34),
        (34, 33),
        (35, 36),
        (36, 35),
        (32, 36),
        (31, 34),
        (32, 37),
        (33, 35),
        (31, 37),
        (30, 35),
        (34, 34),
    },
    (16, 7): {
        (14, 6),
        (13, 7),
        (16, 10),
        (17, 7),
        (19, 7),
        (15, 8),
        (15, 9),
        (16, 9),
        (18, 6),
        (16, 6),
        (17, 9),
        (15, 5),
        (17, 6),
        (15, 7),
        (16, 7),
        (18, 7),
        (17, 8),
        (16, 8),
        (18, 5),
        (14, 5),
        (14, 9),
        (18, 9),
        (16, 5),
        (14, 8),
        (14, 7),
        (15, 6),
        (16, 4),
        (17, 5),
        (18, 8),
    },
    (21, 21): {
        (23, 22),
        (23, 19),
        (23, 21),
        (18, 21),
        (21, 19),
        (21, 20),
        (21, 24),
        (19, 20),
        (19, 23),
        (20, 19),
        (22, 19),
        (21, 22),
        (20, 23),
        (21, 18),
        (20, 21),
        (22, 21),
        (20, 22),
        (22, 22),
        (23, 23),
        (22, 20),
        (21, 23),
        (19, 19),
        (21, 21),
        (22, 23),
        (19, 21),
        (23, 20),
        (19, 22),
        (24, 21),
        (20, 20),
    },
    (24, 16): {
        (22, 15),
        (24, 14),
        (25, 16),
        (24, 13),
        (27, 16),
        (22, 16),
        (24, 15),
        (25, 17),
        (26, 16),
        (22, 18),
        (24, 18),
        (23, 15),
        (25, 18),
        (23, 16),
        (25, 14),
        (23, 14),
        (22, 17),
        (26, 15),
        (26, 14),
        (24, 16),
        (26, 17),
        (22, 14),
        (21, 16),
        (24, 17),
        (23, 17),
        (26, 18),
        (25, 15),
        (23, 18),
        (24, 19),
    },
    (30, 40): {
        (28, 40),
        (29, 42),
        (30, 40),
        (31, 38),
        (30, 41),
        (31, 40),
        (32, 38),
        (32, 42),
        (33, 40),
        (30, 39),
        (27, 40),
        (30, 38),
        (32, 41),
        (28, 42),
        (28, 41),
        (30, 42),
        (32, 40),
        (29, 38),
        (30, 37),
        (28, 39),
        (28, 38),
        (31, 39),
        (29, 39),
        (30, 43),
        (31, 41),
        (31, 42),
        (29, 41),
        (32, 39),
        (29, 40),
    },
    (14, 34): {
        (13, 32),
        (12, 35),
        (14, 36),
        (16, 34),
        (13, 35),
        (16, 32),
        (14, 35),
        (17, 34),
        (14, 34),
        (14, 33),
        (12, 32),
        (15, 33),
        (13, 36),
        (16, 33),
        (14, 37),
        (15, 34),
        (12, 33),
        (12, 36),
        (15, 35),
        (14, 32),
        (12, 34),
        (15, 36),
        (13, 33),
        (15, 32),
        (11, 34),
        (14, 31),
        (13, 34),
        (16, 35),
        (16, 36),
    },
    (2, 49): {
        (3, 49),
        (4, 49),
        (2, 46),
        (0, 48),
        (4, 47),
        (4, 48),
        (0, 49),
        (5, 49),
        (1, 47),
        (3, 48),
        (0, 47),
        (1, 49),
        (3, 47),
        (1, 48),
        (2, 49),
        (2, 47),
        (2, 48),
    },
    (18, 34): {
        (18, 37),
        (17, 35),
        (20, 33),
        (17, 32),
        (15, 34),
        (18, 32),
        (18, 36),
        (18, 33),
        (20, 36),
        (16, 34),
        (16, 32),
        (20, 32),
        (16, 33),
        (16, 36),
        (17, 33),
        (21, 34),
        (19, 36),
        (20, 34),
        (16, 35),
        (17, 34),
        (18, 34),
        (17, 36),
        (18, 35),
        (19, 34),
        (20, 35),
        (19, 35),
        (18, 31),
        (19, 32),
        (19, 33),
    },
    (21, 12): {
        (20, 13),
        (21, 10),
        (24, 12),
        (19, 14),
        (22, 11),
        (23, 14),
        (22, 14),
        (18, 12),
        (23, 10),
        (21, 14),
        (22, 10),
